Attrition,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,DistanceFromHome,AgeGroup,TenureGroup
0,29,Male,Sales,Sales Representative,1,2297,0,2,3,2,2,2,10,Under 30,0-2 Years
0,53,Male,Research & Development,Laboratory Technician,2,2450,0,4,3,19,2,2,6,50+,0-2 Years
0,35,Female,Research & Development,Healthcare Representative,2,5093,0,1,4,16,1,0,2,30-39,0-2 Years
0,32,Male,Research & Development,Laboratory Technician,2,5309,0,4,3,10,10,4,24,30-39,6-10 Years
0,38,Male,Research & Development,Research Scientist,1,3057,1,3,1,6,1,0,2,30-39,0-2 Years
0,34,Female,Research & Development,Manufacturing Director,2,5121,0,1,3,7,0,0,8,30-39,0-2 Years
0,52,Male,Sales,Manager,4,16856,0,1,4,34,34,1,3,50+,10+ Years
1,33,Male,Research & Development,Research Scientist,1,2686,1,4,2,10,10,7,1,30-39,6-10 Years
0,25,Female,Sales,Sales Executive,2,6180,0,4,2,6,6,1,26,Under 30,6-10 Years
0,45,Male,Sales,Sales Representative,2,6632,0,3,3,9,8,3,2,40-49,6-10 Years
0,23,Male,Research & Development,Research Scientist,1,3505,0,3,3,2,2,0,10,Under 30,0-2 Years
1,47,Female,Sales,Sales Executive,2,6397,1,3,3,8,5,1,27,40-49,3-5 Years
0,34,Male,Sales,Sales Executive,2,6274,0,4,3,6,6,1,2,30-39,6-10 Years
1,55,Male,Research & Development,Manager,5,19859,1,1,3,24,5,1,2,50+,3-5 Years
0,36,Male,Sales,Sales Executive,3,7587,0,1,3,10,10,0,8,30-39,6-10 Years
0,52,Male,Research & Development,Research Scientist,1,4258,0,4,3,5,4,1,19,50+,3-5 Years
0,26,Female,Research & Development,Laboratory Technician,1,4364,0,4,3,5,2,2,1,Under 30,0-2 Years
0,29,Female,Research & Development,Healthcare Representative,2,4335,0,3,2,11,8,1,27,Under 30,6-10 Years
1,26,Male,Sales,Sales Executive,2,5326,0,1,2,6,4,1,8,Under 30,3-5 Years
0,34,Female,Research & Development,Research Scientist,1,3280,0,4,3,10,4,1,1,30-39,3-5 Years
0,54,Female,Research & Development,Manufacturing Director,2,5485,1,1,3,9,5,1,19,50+,3-5 Years
0,27,Male,Sales,Sales Executive,2,4342,0,4,3,5,4,1,8,Under 30,3-5 Years
0,37,Female,Research & Development,Research Scientist,1,2782,1,1,2,6,5,4,10,30-39,3-5 Years
0,38,Female,Research & Development,Manufacturing Director,2,5980,1,1,3,17,15,4,2,30-39,10+ Years
0,34,Female,Research & Development,Research Scientist,1,4381,0,1,3,6,6,1,2,30-39,6-10 Years
0,35,Female,Sales,Sales Representative,1,2572,0,4,2,3,3,0,8,30-39,3-5 Years
0,30,Male,Research & Development,Laboratory Technician,1,3833,0,3,3,7,2,0,1,Under 30,0-2 Years
0,40,Female,Research & Development,Healthcare Representative,2,4244,0,2,3,8,8,3,2,30-39,6-10 Years
0,34,Female,Sales,Sales Executive,2,6500,0,1,3,6,3,1,8,30-39,3-5 Years
0,42,Male,Research & Development,Manager,5,18430,0,4,2,24,24,14,8,40-49,10+ Years
1,23,Male,Research & Development,Laboratory Technician,1,1601,1,1,3,1,0,0,6,Under 30,0-2 Years
0,24,Male,Research & Development,Laboratory Technician,1,2694,0,2,3,1,1,0,9,Under 30,0-2 Years
0,52,Female,Research & Development,Laboratory Technician,2,3149,0,3,3,9,5,1,11,50+,3-5 Years
0,50,Male,Research & Development,Research Director,4,17639,0,3,3,30,4,0,2,40-49,3-5 Years
1,29,Female,Research & Development,Laboratory Technician,1,2319,1,1,3,1,1,0,1,Under 30,0-2 Years
0,33,Male,Research & Development,Research Director,3,11691,0,3,4,14,13,3,7,30-39,10+ Years
1,33,Female,Sales,Sales Executive,2,5324,0,1,3,6,3,0,16,30-39,3-5 Years
0,47,Female,Research & Development,Manager,4,16752,1,4,2,26,26,3,2,40-49,10+ Years
0,36,Female,Research & Development,Manufacturing Director,2,5228,0,2,3,10,9,0,1,30-39,6-10 Years
0,29,Male,Research & Development,Research Scientist,1,2700,0,3,3,10,10,0,23,Under 30,6-10 Years
1,58,Male,Research & Development,Research Director,5,19246,1,2,3,40,31,13,2,50+,10+ Years
0,35,Female,Research & Development,Research Scientist,1,2506,0,3,3,7,2,2,1,30-39,0-2 Years
0,42,Female,Research & Development,Manufacturing Director,2,6062,1,4,3,8,4,0,1,40-49,3-5 Years
1,28,Male,Research & Development,Research Scientist,1,4382,0,3,2,5,2,2,2,Under 30,0-2 Years
0,36,Male,Human Resources,Human Resources,1,2143,0,2,3,8,5,0,13,30-39,3-5 Years
0,32,Female,Research & Development,Manufacturing Director,2,6162,0,3,3,14,14,6,4,30-39,10+ Years
0,40,Male,Research & Development,Laboratory Technician,2,5094,0,3,3,10,1,0,16,30-39,0-2 Years
0,30,Female,Research & Development,Manufacturing Director,2,6877,1,4,2,12,0,0,2,Under 30,0-2 Years
0,45,Female,Research & Development,Research Scientist,1,2274,0,3,3,1,1,0,2,40-49,0-2 Years
0,42,Male,Research & Development,Manufacturing Director,2,4434,0,2,2,10,9,7,29,40-49,6-10 Years
0,38,Male,Research & Development,Healthcare Representative,2,6288,0,1,2,13,4,1,12,30-39,3-5 Years
0,34,Female,Research & Development,Research Scientist,1,2553,0,4,3,6,5,1,16,30-39,3-5 Years
1,49,Female,Sales,Sales Executive,3,7654,0,4,4,9,9,7,11,40-49,6-10 Years
1,55,Male,Sales,Sales Executive,2,5160,0,4,2,12,9,7,2,50+,6-10 Years
0,43,Male,Research & Development,Research Director,4,17159,0,1,3,22,4,1,14,40-49,3-5 Years
0,27,Male,Research & Development,Research Director,3,12808,1,4,3,9,9,0,5,Under 30,6-10 Years
0,35,Male,Research & Development,Manufacturing Director,3,10221,0,3,4,17,8,1,7,30-39,6-10 Years
0,28,Female,Sales,Sales Executive,2,4779,1,2,3,8,8,7,2,Under 30,6-10 Years
0,34,Male,Human Resources,Human Resources,1,3737,0,4,1,4,3,0,3,30-39,3-5 Years
1,26,Female,Research & Development,Research Scientist,1,2366,1,3,3,8,8,1,5,Under 30,6-10 Years
0,27,Male,Research & Development,Research Scientist,1,1706,0,4,2,0,0,0,3,Under 30,0-2 Years
0,51,Female,Sales,Manager,4,16307,0,3,2,29,20,4,26,50+,10+ Years
0,44,Male,Research & Development,Healthcare Representative,2,5933,0,2,2,10,5,2,4,40-49,3-5 Years
0,25,Male,Research & Development,Research Scientist,1,3424,0,1,2,6,4,0,2,Under 30,3-5 Years
0,33,Male,Sales,Sales Executive,2,4037,0,1,3,9,9,0,1,30-39,6-10 Years
0,35,Female,Research & Development,Research Scientist,1,2559,0,1,2,6,6,1,27,30-39,6-10 Years
0,36,Male,Sales,Sales Executive,2,6201,1,4,2,18,18,4,1,30-39,10+ Years
0,32,Male,Sales,Sales Executive,2,4403,0,4,2,8,5,0,13,30-39,3-5 Years
0,30,Male,Research & Development,Research Scientist,1,3761,0,4,2,10,5,0,5,Under 30,3-5 Years
0,53,Female,Sales,Sales Executive,3,10934,1,4,3,35,5,0,7,50+,3-5 Years
0,45,Male,Sales,Sales Executive,3,10761,1,1,3,18,5,0,9,40-49,3-5 Years
0,32,Female,Research & Development,Research Scientist,2,5175,0,3,2,9,5,1,8,30-39,3-5 Years
0,52,Female,Research & Development,Manufacturing Director,4,13826,0,4,3,31,9,0,25,50+,6-10 Years
0,37,Male,Sales,Sales Executive,2,6334,0,3,3,9,1,0,16,30-39,0-2 Years
0,28,Male,Human Resources,Human Resources,1,4936,0,4,3,6,5,0,8,Under 30,3-5 Years
0,22,Male,Research & Development,Manufacturing Director,2,4775,0,4,1,4,2,2,1,Under 30,0-2 Years
0,44,Male,Research & Development,Laboratory Technician,1,2818,1,4,2,10,3,0,8,40-49,3-5 Years
0,42,Male,Research & Development,Research Scientist,1,2515,1,4,3,8,2,2,2,40-49,0-2 Years
0,36,Male,Human Resources,Human Resources,1,2342,0,1,3,6,5,0,8,30-39,3-5 Years
0,25,Male,Sales,Sales Executive,2,4194,1,1,3,5,5,0,3,Under 30,3-5 Years
0,35,Female,Research & Development,Manufacturing Director,3,10685,1,3,3,17,17,5,9,30-39,10+ Years
1,35,Female,Research & Development,Research Scientist,1,2022,1,2,2,10,10,7,25,30-39,6-10 Years
0,32,Male,Research & Development,Laboratory Technician,1,2314,0,4,3,4,3,0,1,30-39,3-5 Years
0,25,Male,Sales,Sales Executive,2,4256,0,1,4,5,5,0,4,Under 30,3-5 Years
0,49,Female,Research & Development,Research Scientist,1,3580,0,1,3,7,4,0,1,40-49,3-5 Years
0,24,Male,Research & Development,Laboratory Technician,1,3162,0,4,2,6,5,3,4,Under 30,3-5 Years
0,32,Male,Sales,Sales Executive,2,6524,0,2,3,10,10,5,5,30-39,6-10 Years
0,38,Male,Sales,Sales Representative,1,2899,0,2,3,3,2,1,9,30-39,0-2 Years
0,42,Female,Research & Development,Laboratory Technician,2,5231,1,4,2,17,5,1,3,40-49,3-5 Years
0,31,Male,Research & Development,Research Scientist,1,2356,1,4,3,8,6,0,11,30-39,6-10 Years
1,29,Female,Sales,Sales Representative,1,2800,1,3,3,5,3,0,1,Under 30,3-5 Years
0,53,Male,Sales,Sales Executive,4,11836,0,4,3,28,2,2,8,50+,0-2 Years
0,35,Male,Research & Development,Manufacturing Director,3,10903,0,2,3,16,13,4,25,30-39,10+ Years
0,37,Female,Sales,Sales Representative,1,2973,0,4,3,10,5,0,21,30-39,3-5 Years
0,53,Female,Research & Development,Research Director,4,14275,0,4,3,33,12,3,23,50+,10+ Years
0,43,Female,Research & Development,Healthcare Representative,2,5562,0,4,2,12,5,2,1,40-49,3-5 Years
0,47,Female,Sales,Sales Executive,2,4537,1,4,3,8,7,7,2,40-49,6-10 Years
0,37,Male,Sales,Sales Executive,3,7642,1,2,3,10,10,0,19,30-39,6-10 Years
0,50,Male,Research & Development,Manager,4,17924,0,1,3,31,31,14,2,40-49,10+ Years
0,39,Female,Human Resources,Human Resources,2,5204,0,4,3,13,5,0,2,30-39,3-5 Years
0,33,Male,Human Resources,Human Resources,1,2277,1,2,4,7,4,0,3,30-39,3-5 Years
1,32,Male,Research & Development,Laboratory Technician,1,2795,1,4,1,1,1,0,25,30-39,0-2 Years
0,29,Female,Research & Development,Laboratory Technician,1,2532,0,4,3,8,4,0,7,Under 30,3-5 Years
0,44,Male,Research & Development,Research Scientist,1,2559,1,1,3,8,8,7,9,40-49,6-10 Years
0,28,Male,Sales,Sales Executive,2,4908,0,4,3,4,4,0,5,Under 30,3-5 Years
1,58,Male,Research & Development,Laboratory Technician,1,2380,1,4,2,3,1,0,2,50+,0-2 Years
0,43,Female,Research & Development,Manufacturing Director,2,4765,0,2,4,4,1,0,8,40-49,0-2 Years
1,20,Female,Sales,Sales Representative,1,2044,0,3,2,2,2,0,2,Under 30,0-2 Years
1,21,Female,Research & Development,Research Scientist,1,2693,0,4,2,1,1,0,18,Under 30,0-2 Years
0,36,Male,Research & Development,Healthcare Representative,2,6586,1,4,2,17,16,4,14,30-39,10+ Years
0,47,Female,Sales,Sales Representative,1,3294,1,4,2,3,3,1,2,40-49,3-5 Years
1,22,Female,Research & Development,Manufacturing Director,2,4171,1,3,4,4,3,0,3,Under 30,3-5 Years
1,41,Female,Research & Development,Laboratory Technician,1,2778,1,4,2,10,7,1,2,40-49,6-10 Years
0,28,Female,Research & Development,Research Scientist,1,2377,0,3,3,6,2,2,9,Under 30,0-2 Years
1,39,Male,Research & Development,Laboratory Technician,1,2404,1,1,1,8,2,2,6,30-39,0-2 Years
0,27,Female,Research & Development,Research Scientist,1,2318,0,3,3,1,1,0,4,Under 30,0-2 Years
0,34,Male,Research & Development,Laboratory Technician,1,2008,0,2,3,1,1,1,10,30-39,0-2 Years
0,42,Female,Sales,Sales Executive,2,6244,0,3,3,10,5,0,14,40-49,3-5 Years
0,33,Male,Research & Development,Research Scientist,1,2799,1,1,3,6,3,0,1,30-39,3-5 Years
0,58,Female,Research & Development,Healthcare Representative,3,10552,1,2,3,24,6,0,5,50+,6-10 Years
0,31,Male,Sales,Sales Representative,1,2329,0,3,4,13,7,5,7,30-39,6-10 Years
0,35,Female,Research & Development,Healthcare Representative,2,4014,1,4,1,10,10,0,21,30-39,6-10 Years
0,49,Female,Research & Development,Laboratory Technician,3,7403,0,2,2,29,26,1,8,40-49,10+ Years
0,48,Male,Research & Development,Research Scientist,1,2259,0,3,2,13,0,0,20,40-49,0-2 Years
0,31,Female,Sales,Sales Executive,2,6932,0,3,2,9,9,0,20,30-39,6-10 Years
0,36,Male,Research & Development,Research Scientist,1,4678,0,4,3,8,6,0,7,30-39,6-10 Years
0,38,Female,Research & Development,Research Director,3,13582,0,1,3,15,15,5,1,30-39,10+ Years
0,32,Female,Research & Development,Laboratory Technician,1,2332,0,2,3,5,3,0,1,30-39,3-5 Years
1,25,Male,Sales,Sales Representative,1,2413,1,2,3,1,1,0,19,Under 30,0-2 Years
0,40,Male,Sales,Sales Executive,3,9705,0,2,2,11,1,0,10,30-39,0-2 Years
0,26,Male,Sales,Sales Executive,2,4294,0,1,3,7,7,0,1,Under 30,6-10 Years
0,41,Male,Research & Development,Laboratory Technician,1,4721,1,1,3,20,18,2,6,40-49,10+ Years
0,36,Male,Research & Development,Laboratory Technician,1,2519,0,3,3,16,11,3,2,30-39,10+ Years
1,19,Male,Sales,Sales Representative,1,2121,1,2,4,1,1,0,21,Under 30,0-2 Years
1,20,Male,Research & Development,Laboratory Technician,1,2973,0,1,3,1,1,0,4,Under 30,0-2 Years
0,31,Female,Research & Development,Healthcare Representative,2,5855,1,4,1,10,9,8,12,30-39,6-10 Years
0,40,Male,Research & Development,Research Scientist,1,3617,1,2,3,3,1,0,9,30-39,0-2 Years
0,32,Female,Research & Development,Manufacturing Director,2,6725,0,1,4,8,8,6,3,30-39,6-10 Years
1,36,Male,Sales,Sales Executive,3,10325,1,4,3,16,16,3,3,30-39,10+ Years
0,33,Female,Research & Development,Healthcare Representative,2,6949,0,4,3,6,5,1,1,30-39,3-5 Years
1,37,Male,Sales,Sales Executive,3,10609,0,3,1,17,14,11,1,30-39,10+ Years
0,45,Male,Research & Development,Laboratory Technician,2,4447,0,2,2,9,9,0,4,40-49,6-10 Years
0,29,Female,Sales,Sales Representative,1,2157,0,4,3,3,3,0,20,Under 30,3-5 Years
0,35,Female,Sales,Sales Executive,2,4601,0,3,3,5,5,1,18,30-39,3-5 Years
0,52,Male,Research & Development,Manager,4,17099,0,4,2,26,9,7,1,50+,6-10 Years
1,58,Male,Research & Development,Research Scientist,1,2479,0,3,3,7,1,0,2,50+,0-2 Years
0,53,Male,Sales,Manager,4,14852,0,3,4,22,17,15,2,50+,10+ Years
0,30,Male,Sales,Sales Executive,3,7264,0,3,4,10,8,7,8,Under 30,6-10 Years
0,38,Female,Sales,Sales Executive,2,5666,1,4,3,6,5,1,10,30-39,3-5 Years
0,35,Male,Sales,Sales Executive,3,7823,0,4,3,12,10,0,3,30-39,6-10 Years
0,39,Male,Sales,Sales Executive,3,7880,0,3,3,9,8,0,2,30-39,6-10 Years
1,40,Female,Sales,Sales Executive,4,13194,1,2,2,22,1,0,24,30-39,0-2 Years
0,47,Male,Research & Development,Manufacturing Director,2,5067,1,3,4,20,19,2,16,40-49,10+ Years
0,36,Male,Sales,Sales Executive,2,5079,0,4,3,12,7,0,8,30-39,6-10 Years
1,31,Male,Research & Development,Research Scientist,1,2321,1,1,3,4,3,1,9,30-39,3-5 Years
0,33,Male,Sales,Manager,4,17444,0,3,3,10,10,6,17,30-39,6-10 Years
1,29,Female,Research & Development,Research Scientist,1,2404,1,1,3,3,0,0,10,Under 30,0-2 Years
0,33,Female,Research & Development,Research Scientist,1,3452,0,4,3,5,3,0,13,30-39,3-5 Years
0,45,Female,Research & Development,Laboratory Technician,1,2270,0,4,3,8,5,0,1,40-49,3-5 Years
0,50,Male,Research & Development,Research Director,4,17399,0,4,2,32,5,1,1,40-49,3-5 Years
0,33,Female,Research & Development,Healthcare Representative,2,5488,1,2,3,6,6,1,1,30-39,6-10 Years
0,41,Male,Research & Development,Research Director,5,19419,0,3,4,21,18,0,9,40-49,10+ Years
0,27,Female,Research & Development,Laboratory Technician,1,2811,0,2,3,4,2,2,16,Under 30,0-2 Years
0,45,Male,Research & Development,Laboratory Technician,2,3633,1,1,3,9,9,0,23,40-49,6-10 Years
0,47,Female,Sales,Sales Executive,2,4163,1,4,3,9,9,0,4,40-49,6-10 Years
1,30,Female,Research & Development,Research Scientist,1,2132,1,3,3,7,5,0,22,Under 30,3-5 Years
0,50,Male,Research & Development,Manufacturing Director,4,13973,1,3,3,22,12,1,24,40-49,10+ Years
0,38,Male,Research & Development,Research Scientist,1,2684,0,3,2,3,2,0,10,30-39,0-2 Years
0,46,Male,Research & Development,Manufacturing Director,3,10845,0,3,3,13,8,0,7,40-49,6-10 Years
0,24,Female,Research & Development,Manufacturing Director,2,4377,0,3,3,5,4,3,17,Under 30,3-5 Years
1,35,Male,Research & Development,Laboratory Technician,1,3743,1,2,1,5,4,0,14,30-39,3-5 Years
0,31,Female,Research & Development,Manufacturing Director,2,4148,0,1,3,4,4,0,1,30-39,3-5 Years
0,18,Male,Research & Development,Research Scientist,1,1051,0,4,3,0,0,0,5,Under 30,0-2 Years
0,54,Female,Research & Development,Manufacturing Director,3,10739,0,3,3,22,10,0,17,50+,6-10 Years
0,35,Female,Research & Development,Healthcare Representative,3,10388,1,3,2,16,16,10,25,30-39,10+ Years
0,30,Female,Research & Development,Research Director,3,11416,1,1,2,9,8,1,8,Under 30,6-10 Years
1,20,Female,Research & Development,Research Scientist,1,2600,1,1,3,1,1,0,11,Under 30,0-2 Years
1,30,Female,Research & Development,Laboratory Technician,1,2422,0,2,3,4,3,1,5,Under 30,3-5 Years
0,26,Male,Research & Development,Manufacturing Director,2,5472,0,4,3,8,8,1,2,Under 30,6-10 Years
0,22,Male,Research & Development,Laboratory Technician,1,2451,0,1,2,4,4,1,8,Under 30,3-5 Years
0,48,Male,Research & Development,Healthcare Representative,2,4240,0,3,3,19,2,2,6,40-49,0-2 Years
0,48,Male,Research & Development,Healthcare Representative,3,10999,0,3,3,27,15,4,4,40-49,10+ Years
0,41,Female,Research & Development,Manufacturing Director,2,5003,0,3,3,8,2,2,7,40-49,0-2 Years
0,39,Female,Research & Development,Manufacturing Director,4,12742,0,4,3,21,21,11,1,30-39,10+ Years
0,27,Female,Research & Development,Manufacturing Director,2,4227,0,4,3,4,3,2,2,Under 30,3-5 Years
0,35,Male,Research & Development,Laboratory Technician,1,3917,0,4,2,3,3,1,10,30-39,3-5 Years
0,42,Male,Sales,Manager,5,18303,0,3,4,21,1,0,5,40-49,0-2 Years
0,50,Male,Research & Development,Laboratory Technician,1,2380,0,4,3,8,1,0,9,40-49,0-2 Years
0,59,Female,Research & Development,Manufacturing Director,4,13726,1,4,3,30,5,4,2,50+,3-5 Years
1,37,Female,Research & Development,Healthcare Representative,2,4777,0,2,1,15,1,0,11,30-39,0-2 Years
0,55,Male,Research & Development,Healthcare Representative,2,6385,1,2,3,17,8,6,18,50+,6-10 Years
0,41,Female,Research & Development,Research Director,5,19973,0,3,3,21,21,5,7,40-49,10+ Years
0,38,Male,Sales,Sales Executive,2,6861,1,4,3,19,1,0,3,30-39,0-2 Years
1,26,Male,Sales,Sales Executive,2,4969,0,1,3,7,2,2,29,Under 30,0-2 Years
1,52,Female,Sales,Manager,5,19845,0,4,3,33,32,6,2,50+,10+ Years
0,44,Female,Sales,Sales Executive,4,13320,1,4,3,23,12,11,28,40-49,10+ Years
0,50,Female,Sales,Sales Executive,2,6347,0,3,3,19,18,0,1,40-49,10+ Years
1,36,Female,Research & Development,Laboratory Technician,1,2743,0,1,3,18,17,15,16,30-39,10+ Years
0,39,Female,Research & Development,Manufacturing Director,3,10880,1,1,3,21,21,2,22,30-39,10+ Years
0,33,Female,Sales,Sales Representative,1,2342,0,4,2,3,2,2,8,30-39,0-2 Years
0,45,Female,Sales,Manager,4,17650,0,4,4,26,9,1,11,40-49,6-10 Years
0,32,Female,Research & Development,Laboratory Technician,1,4025,0,3,3,10,8,7,29,30-39,6-10 Years
0,34,Male,Sales,Sales Executive,2,9725,0,4,2,16,15,0,1,30-39,10+ Years
0,59,Male,Sales,Manager,3,11904,1,4,1,14,6,0,1,50+,6-10 Years
0,45,Male,Human Resources,Human Resources,1,2177,0,2,3,6,6,0,24,40-49,6-10 Years
0,53,Female,Sales,Sales Executive,3,7525,0,2,3,30,15,6,2,50+,10+ Years
1,36,Male,Research & Development,Laboratory Technician,2,4834,0,3,2,9,1,0,15,30-39,0-2 Years
1,26,Male,Research & Development,Research Scientist,1,2042,1,1,3,6,3,1,2,Under 30,3-5 Years
0,34,Female,Sales,Sales Representative,1,2220,1,3,3,1,1,0,10,30-39,0-2 Years
0,28,Male,Sales,Sales Representative,1,1052,0,2,3,1,1,0,10,Under 30,0-2 Years
0,38,Male,Research & Development,Research Scientist,1,2821,0,3,3,8,2,2,3,30-39,0-2 Years
0,50,Male,Research & Development,Research Director,5,19237,1,3,2,29,8,7,2,40-49,6-10 Years
0,37,Female,Research & Development,Healthcare Representative,2,4107,0,2,2,8,4,0,3,30-39,3-5 Years
0,40,Male,Sales,Sales Executive,2,8396,0,1,2,8,7,7,26,30-39,6-10 Years
0,26,Female,Research & Development,Research Scientist,1,2007,0,3,3,5,5,1,1,Under 30,3-5 Years
0,46,Male,Research & Development,Research Director,5,19627,0,4,3,23,2,2,1,40-49,0-2 Years
0,54,Female,Sales,Sales Executive,3,10686,0,3,3,13,9,7,2,50+,6-10 Years
0,56,Female,Research & Development,Research Scientist,1,2942,0,3,3,18,5,0,9,50+,3-5 Years
0,36,Female,Research & Development,Manufacturing Director,3,8858,0,4,2,15,14,7,12,30-39,10+ Years
0,55,Male,Research & Development,Manager,4,16756,0,1,4,31,9,6,2,50+,6-10 Years
0,43,Male,Sales,Sales Executive,3,10798,0,4,3,18,1,0,25,40-49,0-2 Years
1,20,Female,Sales,Sales Representative,1,2323,1,4,3,2,2,0,9,Under 30,0-2 Years
1,21,Female,Research & Development,Laboratory Technician,1,1416,0,1,2,1,1,1,10,Under 30,0-2 Years
0,46,Female,Research & Development,Research Scientist,2,4615,1,1,3,19,16,1,8,40-49,10+ Years
1,51,Male,Research & Development,Research Scientist,1,2461,1,3,4,18,10,2,4,50+,6-10 Years
1,28,Male,Research & Development,Healthcare Representative,3,8722,0,1,2,10,10,1,24,Under 30,6-10 Years
0,26,Male,Research & Development,Laboratory Technician,1,3955,0,1,3,6,5,1,1,Under 30,3-5 Years
0,30,Male,Research & Development,Manufacturing Director,2,9957,0,1,2,7,6,0,20,Under 30,6-10 Years
0,41,Female,Research & Development,Research Scientist,1,3376,0,3,3,10,10,0,7,40-49,6-10 Years
0,38,Female,Research & Development,Healthcare Representative,3,8823,0,3,2,20,19,1,17,30-39,10+ Years
0,40,Male,Research & Development,Healthcare Representative,3,10322,0,4,3,14,11,11,20,30-39,10+ Years
0,27,Male,Research & Development,Laboratory Technician,1,4621,0,3,3,3,3,1,8,Under 30,3-5 Years
0,55,Male,Research & Development,Manufacturing Director,3,10976,0,2,3,23,3,1,2,50+,3-5 Years
0,28,Female,Research & Development,Research Scientist,2,3660,0,3,4,10,8,1,10,Under 30,6-10 Years
1,44,Male,Human Resources,Human Resources,3,10482,0,1,3,24,20,3,1,40-49,10+ Years
0,33,Male,Research & Development,Healthcare Representative,3,7119,0,4,3,9,3,1,5,30-39,3-5 Years
1,35,Male,Sales,Sales Executive,3,9582,1,1,3,9,8,4,4,30-39,6-10 Years
1,33,Female,Research & Development,Research Scientist,2,4508,0,3,3,14,13,3,29,30-39,10+ Years
0,28,Male,Research & Development,Laboratory Technician,1,2207,0,3,2,4,4,2,15,Under 30,3-5 Years
0,34,Male,Research & Development,Healthcare Representative,2,7756,0,4,2,7,6,0,3,30-39,6-10 Years
0,37,Female,Sales,Sales Executive,2,6694,1,4,3,8,1,0,10,30-39,0-2 Years
1,25,Male,Research & Development,Laboratory Technician,1,3691,1,4,4,7,7,5,4,Under 30,6-10 Years
1,26,Male,Research & Development,Laboratory Technician,1,2377,0,3,2,1,1,0,21,Under 30,0-2 Years
1,33,Male,Research & Development,Research Scientist,1,2313,1,2,3,5,2,2,25,30-39,0-2 Years
0,42,Male,Research & Development,Manager,4,17665,0,1,3,23,22,13,2,40-49,10+ Years
1,28,Male,Research & Development,Laboratory Technician,1,2596,0,2,3,1,1,0,1,Under 30,0-2 Years
1,50,Male,Sales,Sales Executive,2,4728,1,3,3,5,0,0,1,40-49,0-2 Years
0,33,Female,Sales,Sales Executive,2,4302,0,2,3,4,3,0,7,30-39,3-5 Years
0,34,Male,Research & Development,Research Scientist,1,2979,0,4,3,6,0,0,3,30-39,0-2 Years
0,48,Male,Research & Development,Manager,4,16885,0,4,2,27,5,2,1,40-49,3-5 Years
0,45,Female,Sales,Sales Executive,2,5593,0,3,3,15,15,4,9,40-49,10+ Years
0,52,Male,Research & Development,Healthcare Representative,3,10445,0,2,3,18,8,4,7,50+,6-10 Years
0,38,Male,Sales,Sales Executive,3,8740,1,3,3,9,8,2,10,30-39,6-10 Years
0,29,Female,Research & Development,Research Scientist,1,2514,0,4,3,11,7,1,28,Under 30,6-10 Years
0,28,Female,Research & Development,Manufacturing Director,3,7655,0,2,2,10,9,1,3,Under 30,6-10 Years
0,46,Male,Sales,Manager,4,17465,0,3,3,23,12,4,3,40-49,10+ Years
0,38,Male,Sales,Sales Executive,3,7351,0,2,3,10,1,0,2,30-39,0-2 Years
0,43,Female,Research & Development,Manufacturing Director,3,10820,0,1,3,18,8,0,27,40-49,6-10 Years
1,39,Male,Research & Development,Healthcare Representative,4,12169,0,4,3,21,18,11,2,30-39,10+ Years
0,40,Male,Research & Development,Research Director,5,19626,0,3,4,21,20,4,14,30-39,10+ Years
0,21,Female,Research & Development,Research Scientist,1,2070,1,2,4,2,2,2,1,Under 30,0-2 Years
0,39,Male,Research & Development,Laboratory Technician,2,6782,0,2,2,9,5,0,9,30-39,3-5 Years
0,36,Male,Research & Development,Manufacturing Director,2,7779,0,4,3,18,11,0,18,30-39,10+ Years
0,31,Male,Sales,Sales Representative,1,2791,0,4,3,3,2,2,20,30-39,0-2 Years
0,28,Male,Research & Development,Research Scientist,1,3201,0,2,1,6,5,0,2,Under 30,3-5 Years
0,35,Male,Sales,Sales Executive,2,4968,0,4,3,5,5,0,11,30-39,3-5 Years
0,49,Male,Sales,Sales Executive,4,13120,0,2,3,22,9,2,8,40-49,6-10 Years
0,34,Male,Research & Development,Manufacturing Director,2,4033,0,3,2,5,3,0,2,30-39,3-5 Years
0,29,Female,Research & Development,Research Scientist,1,3291,0,2,2,8,7,1,10,Under 30,6-10 Years
0,42,Male,Research & Development,Laboratory Technician,2,4272,0,4,3,16,1,0,29,40-49,0-2 Years
0,29,Male,Research & Development,Manufacturing Director,2,5056,1,4,2,10,10,1,8,Under 30,6-10 Years
0,38,Male,Human Resources,Human Resources,1,2844,0,3,4,7,7,5,1,30-39,6-10 Years
0,28,Male,Research & Development,Research Scientist,1,2703,1,3,3,3,3,0,6,Under 30,3-5 Years
1,18,Male,Research & Development,Laboratory Technician,1,1904,0,3,3,0,0,0,8,Under 30,0-2 Years
1,33,Female,Sales,Sales Executive,2,8224,1,1,3,6,5,0,9,30-39,3-5 Years
0,41,Male,Research & Development,Laboratory Technician,1,4766,1,4,3,6,1,0,12,40-49,0-2 Years
1,31,Male,Research & Development,Laboratory Technician,1,2610,0,3,2,2,2,2,15,30-39,0-2 Years
0,37,Female,Research & Development,Healthcare Representative,2,5731,0,4,3,9,6,1,25,30-39,6-10 Years
